page_title,page_namespace,wayback_api_url,wayback_url,el_to_domain_index,el_to_path
Feudalismo_en_España,0,http://archive.org/wayback/available?url=http://personales.ya.com/rpmg/cga/libcomhis/node75.html,http://web.archive.org/web/20111016064946/http://personales.ya.com:80/rpmg/cga/libcomhis/node75.html,https://today.archive.,/20130412050543/http://personales.ya.com/rpmg/cga/libcomhis/node75.html
Fiat_Panda,0,http://archive.org/wayback/available?url=http://motor.terra.es/novedades-coches/articulo/fiat-panda-nueva-version--67638.htm,http://web.archive.org/web/20110909062728/http://motor.terra.es:80/novedades-coches/articulo/fiat-panda-nueva-version--67638.htm,https://today.archive.,/20120630095758/http://motor.terra.es/novedades-coches/articulo/fiat-panda-nueva-version--67638.htm
Fiat_Viaggio,0,http://archive.org/wayback/available?url=http://motor.terra.es/novedades-coches/articulo/fiat-viaggio-china-79166.htm,http://web.archive.org/web/20121210062434/http://motor.terra.es:80/novedades-coches/articulo/fiat-viaggio-china-79166.htm,https://today.archive.,/20120710172954/http://motor.terra.es/novedades-coches/articulo/fiat-viaggio-china-79166.htm
Fiat_Viaggio,0,http://archive.org/wayback/available?url=http://www.autopista.es/novedades-coches/articulo/fiat-viaggio-salon-pekin-china-78816.htm,http://web.archive.org/web/20191216032021/https://www.autopista.es/novedades-coches/articulo/fiat-viaggio-salon-pekin-china-78816.htm,https://today.archive.,/20130412141439/http://www.autopista.es/novedades-coches/articulo/fiat-viaggio-salon-pekin-china-78816.htm
Firma_digital_ciega,0,http://archive.org/wayback/available?url=http://www.iec.csic.es/CRIPTONOMICON/comercio/ecash.html#selection-80.0-80.1,http://web.archive.org/web/20130622140403/http://www.iec.csic.es/criptonomicon/comercio/ecash.html,https://today.archive.,/20130106131625/http://www.iec.csic.es/CRIPTONOMICON/comercio/ecash.html#selection-80.0-80.1
Flower_Tucci,0,http://archive.org/wayback/available?url=http://pornvalleynews.com/home/archives/2006/03/flower-tucci-interview.html,http://web.archive.org/web/20150201083042/http://pornvalleynews.com:80/home/archives/2006/03/flower-tucci-interview.html,https://today.archive.,/20130104173340/http://pornvalleynews.com/home/archives/2006/03/flower-tucci-interview.html
Francis_Gillot,0,http://archive.org/wayback/available?url=http://www.terra.com/deportes/articulo/html/fox399817.htm,http://web.archive.org/web/20160304113646/http://www.terra.com/deportes/articulo/html/fox399817.htm,https://today.archive.,/20130630094810/http://www.terra.com/deportes/articulo/html/fox399817.htm
Frontera_entre_Brasil_y_Guyana,0,http://archive.org/wayback/available?url=http://acd.ufrj.br/fronteiras/pesquisa/fronteira/p02mono01map3a.jpg,http://web.archive.org/web/20070928020926/http://acd.ufrj.br/fronteiras/pesquisa/fronteira/p02mono01map3a.jpg,https://today.archive.,/20120718081008/http://acd.ufrj.br/fronteiras/pesquisa/fronteira/p02mono01map3a.jpg
Fugloy,0,http://archive.org/wayback/available?url=http://www.jo37.btinternet.co.uk/faroes/shipstory.htm,http://web.archive.org/web/20121010154834/http://www.jo37.btinternet.co.uk/faroes/shipstory.htm,https://today.archive.,/20120702223214/http://www.jo37.btinternet.co.uk/faroes/shipstory.htm
Fun_Lovin'_Criminals,0,http://archive.org/wayback/available?url=http://www.chartstats.com/artistinfo.php?id=7797,http://web.archive.org/web/20121009122341/http://www.chartstats.com/artistinfo.php?id=7797,https://today.archive.,/20130102123940/http://www.chartstats.com/artistinfo.php?id=7797
